State,Region,Sector,Energy_Source,Month,Year,Total_Consumption_GWh,Renewable,Import_Export,Quantity_GWh
West Bengal,Central,Residential,Oil,12,2024,2532,No,Import,292
Andhra Pradesh,West,Agriculture,Oil,9,2024,1353,No,Export,11
Madhya Pradesh,Central,Industrial,Solar,3,2024,420,Yes,Export,83
Gujarat,South,Commercial,Hydro,6,2023,3030,Yes,Export,73
Maharashtra,Central,Residential,Hydro,7,2023,2346,No,Export,782
Rajasthan,Central,Residential,Wind,8,2023,4848,No,Export,356
Gujarat,South,Residential,Oil,7,2023,2175,No,Import,333
West Bengal,North,Agriculture,Solar,3,2023,3016,Yes,Import,248
Rajasthan,West,Industrial,Biomass,6,2024,4195,No,Export,406
Uttar Pradesh,South,Transport,Hydro,5,2023,2792,Yes,Export,346
Delhi,East,Industrial,Nuclear,12,2024,4071,No,Import,350
Uttar Pradesh,North,Agriculture,Coal,10,2024,2414,No,Export,288
Gujarat,East,Residential,Coal,4,2024,812,No,Export,362
West Bengal,North,Commercial,Natural Gas,1,2023,4112,Yes,Export,955
Andhra Pradesh,West,Residential,Oil,7,2023,1054,No,Import,901
Gujarat,West,Transport,Solar,8,2024,3805,No,Export,472
Maharashtra,Central,Commercial,Biomass,2,2023,2896,No,Import,471
Karnataka,East,Residential,Wind,7,2023,399,Yes,Export,722
Gujarat,North,Commercial,Nuclear,6,2024,3014,No,Export,302
Delhi,West,Industrial,Solar,5,2024,736,Yes,Import,807
Delhi,South,Agriculture,Natural Gas,4,2024,4687,No,Import,742
Gujarat,West,Residential,Coal,2,2024,3176,Yes,Export,416
Rajasthan,South,Transport,Solar,10,2024,4506,Yes,Export,171
Karnataka,North,Industrial,Nuclear,6,2023,2805,Yes,Export,512
Maharashtra,West,Residential,Biomass,5,2024,3574,Yes,Import,457
Gujarat,West,Industrial,Oil,2,2023,3674,Yes,Export,704
Rajasthan,North,Transport,Biomass,10,2023,2782,No,Import,464
Delhi,West,Residential,Hydro,7,2024,1743,Yes,Export,894
Delhi,South,Transport,Nuclear,6,2024,2942,No,Export,274
West Bengal,West,Commercial,Natural Gas,12,2023,3861,Yes,Export,141
Gujarat,East,Transport,Hydro,11,2024,4230,No,Export,843
Karnataka,Central,Commercial,Hydro,9,2023,734,No,Export,129
Tamil Nadu,South,Residential,Hydro,11,2024,4390,Yes,Export,901
Karnataka,East,Commercial,Solar,10,2024,2969,No,Export,228
Delhi,North,Residential,Natural Gas,5,2023,3806,Yes,Import,426
Delhi,South,Residential,Coal,9,2023,3333,No,Export,681
Uttar Pradesh,Central,Agriculture,Biomass,9,2024,4741,No,Export,514
Delhi,Central,Residential,Oil,1,2024,4076,Yes,Export,309
Maharashtra,North,Commercial,Solar,5,2024,1206,Yes,Export,118
Madhya Pradesh,North,Agriculture,Coal,9,2023,3111,Yes,Import,247
Gujarat,South,Agriculture,Biomass,7,2024,4495,Yes,Import,302
Karnataka,West,Residential,Oil,6,2024,2379,No,Export,996
Madhya Pradesh,North,Transport,Natural Gas,6,2024,1342,No,Export,997
Rajasthan,West,Transport,Oil,11,2024,1934,Yes,Import,588
Tamil Nadu,East,Agriculture,Natural Gas,7,2023,1610,Yes,Import,837
Maharashtra,Central,Residential,Nuclear,1,2023,1033,Yes,Import,196
Karnataka,West,Transport,Oil,4,2023,2117,Yes,Export,45
Madhya Pradesh,Central,Residential,Biomass,1,2024,1913,No,Import,570
Tamil Nadu,West,Residential,Biomass,6,2024,2029,Yes,Import,265
Uttar Pradesh,East,Agriculture,Natural Gas,4,2024,1786,No,Export,444
Maharashtra,North,Agriculture,Biomass,1,2023,2502,Yes,Export,628
Maharashtra,East,Industrial,Wind,9,2023,1968,Yes,Export,17
Uttar Pradesh,North,Transport,Nuclear,12,2023,750,No,Import,757
Gujarat,North,Transport,Solar,4,2023,4096,No,Import,187
Uttar Pradesh,Central,Transport,Oil,12,2024,2123,No,Import,251
Maharashtra,East,Commercial,Solar,6,2023,4711,No,Import,50
Maharashtra,West,Residential,Coal,7,2023,3803,No,Export,366
Madhya Pradesh,East,Agriculture,Solar,8,2024,444,Yes,Import,766
Delhi,Central,Transport,Hydro,12,2023,2006,No,Export,122
Tamil Nadu,North,Industrial,Biomass,11,2024,3098,No,Import,886
Uttar Pradesh,Central,Transport,Solar,9,2024,3502,Yes,Import,777
Tamil Nadu,South,Residential,Coal,9,2024,572,No,Import,175
Uttar Pradesh,South,Residential,Coal,8,2024,1612,Yes,Export,513
Rajasthan,West,Agriculture,Hydro,10,2024,2959,Yes,Import,863
Maharashtra,Central,Commercial,Coal,11,2023,2899,No,Export,87
Delhi,West,Agriculture,Natural Gas,12,2023,599,No,Export,728
Madhya Pradesh,West,Transport,Wind,12,2024,1518,No,Export,832
Delhi,South,Industrial,Natural Gas,3,2023,882,Yes,Export,887
Delhi,West,Agriculture,Biomass,12,2024,4532,No,Import,205
Delhi,South,Commercial,Biomass,2,2023,1471,No,Import,411
Tamil Nadu,North,Agriculture,Biomass,5,2023,335,Yes,Export,842
Uttar Pradesh,Central,Residential,Nuclear,1,2023,2795,No,Export,73
Andhra Pradesh,West,Transport,Solar,3,2023,3815,No,Import,661
Rajasthan,South,Transport,Wind,1,2023,4514,No,Import,895
Karnataka,East,Transport,Solar,3,2023,1495,Yes,Export,434
Delhi,West,Transport,Wind,4,2023,1516,Yes,Import,51
Gujarat,North,Transport,Solar,7,2024,1826,No,Import,382
Tamil Nadu,North,Transport,Hydro,12,2024,3705,No,Import,965
Madhya Pradesh,East,Industrial,Oil,12,2024,964,No,Export,315
Karnataka,South,Commercial,Natural Gas,5,2023,337,Yes,Export,218
Andhra Pradesh,West,Transport,Coal,5,2023,4240,No,Export,476
Gujarat,South,Commercial,Coal,1,2024,2138,No,Export,941
Andhra Pradesh,North,Transport,Natural Gas,8,2024,4476,Yes,Export,313
Karnataka,South,Agriculture,Hydro,4,2023,1854,No,Import,976
Delhi,North,Transport,Wind,10,2024,1228,No,Import,594
Gujarat,South,Residential,Natural Gas,5,2024,2601,Yes,Import,401
Andhra Pradesh,East,Industrial,Nuclear,2,2024,4420,Yes,Export,162
Madhya Pradesh,Central,Agriculture,Wind,12,2024,1638,No,Import,656
Uttar Pradesh,East,Agriculture,Coal,1,2023,2006,No,Export,371
Maharashtra,East,Residential,Nuclear,9,2024,1825,No,Export,273
Uttar Pradesh,Central,Transport,Solar,2,2024,4912,Yes,Export,225
Karnataka,Central,Industrial,Nuclear,6,2024,1037,Yes,Export,730
Tamil Nadu,West,Agriculture,Wind,1,2024,1253,No,Export,725
Maharashtra,West,Industrial,Hydro,1,2023,3380,No,Export,631
Rajasthan,East,Agriculture,Solar,9,2024,1169,Yes,Import,552
Madhya Pradesh,East,Transport,Wind,4,2024,246,No,Export,533
Rajasthan,North,Agriculture,Solar,9,2024,4025,Yes,Import,648
Gujarat,North,Agriculture,Nuclear,11,2024,575,Yes,Export,834
Maharashtra,West,Commercial,Coal,5,2024,4777,Yes,Import,203
Rajasthan,West,Transport,Wind,7,2023,1460,Yes,Export,661
Rajasthan,North,Residential,Oil,1,2024,4553,No,Export,36
Andhra Pradesh,North,Residential,Hydro,6,2024,1342,No,Import,55
Uttar Pradesh,South,Transport,Oil,8,2023,1244,No,Export,656
Andhra Pradesh,South,Residential,Oil,1,2024,1998,No,Export,838
Maharashtra,North,Transport,Natural Gas,9,2023,3705,No,Import,963
Maharashtra,South,Residential,Nuclear,3,2024,4836,No,Import,67
Karnataka,Central,Commercial,Wind,1,2023,2267,No,Export,22
Andhra Pradesh,West,Residential,Hydro,1,2023,4304,No,Import,958
West Bengal,West,Agriculture,Wind,11,2024,3630,No,Import,621
Uttar Pradesh,North,Transport,Nuclear,6,2023,1067,No,Export,970
Maharashtra,East,Industrial,Wind,11,2024,3203,Yes,Import,58
Karnataka,North,Industrial,Solar,6,2023,3640,No,Export,812
Andhra Pradesh,South,Transport,Nuclear,1,2023,4257,No,Import,103
Uttar Pradesh,East,Commercial,Wind,3,2024,4119,No,Export,616
Andhra Pradesh,South,Residential,Natural Gas,7,2023,97,Yes,Export,666
Rajasthan,Central,Commercial,Coal,10,2024,3713,No,Export,593
Karnataka,South,Industrial,Wind,3,2023,4521,No,Import,460
Uttar Pradesh,Central,Transport,Solar,3,2023,877,Yes,Export,388
Delhi,Central,Transport,Hydro,3,2024,4772,No,Import,19
Gujarat,South,Commercial,Natural Gas,12,2024,2139,Yes,Export,683
Gujarat,South,Commercial,Hydro,7,2023,2106,Yes,Export,735
Uttar Pradesh,Central,Residential,Oil,4,2024,868,No,Export,525
Andhra Pradesh,East,Agriculture,Natural Gas,4,2024,4802,No,Import,233
Karnataka,Central,Agriculture,Hydro,3,2023,4034,No,Export,390
Gujarat,West,Residential,Coal,10,2023,3730,No,Export,550
Karnataka,Central,Agriculture,Solar,11,2024,1861,Yes,Import,311
Gujarat,East,Industrial,Oil,9,2023,4935,Yes,Export,212
Rajasthan,West,Agriculture,Nuclear,2,2024,3164,Yes,Export,951
Andhra Pradesh,North,Residential,Hydro,4,2024,1679,Yes,Import,598
Rajasthan,North,Agriculture,Natural Gas,8,2024,1593,No,Import,580
Gujarat,East,Transport,Solar,6,2024,3629,No,Import,966
Delhi,Central,Commercial,Wind,7,2024,1954,Yes,Export,205
Delhi,South,Industrial,Coal,7,2024,1486,Yes,Import,331
Rajasthan,East,Transport,Solar,2,2023,3367,No,Export,427
Delhi,West,Transport,Solar,4,2024,3570,Yes,Export,628
Gujarat,West,Residential,Nuclear,10,2023,3109,No,Import,351
Uttar Pradesh,North,Commercial,Solar,10,2024,4166,No,Import,398
Rajasthan,West,Commercial,Nuclear,6,2023,1048,Yes,Export,18
Tamil Nadu,East,Industrial,Coal,3,2023,1481,Yes,Import,541
Andhra Pradesh,West,Residential,Coal,9,2023,4602,No,Import,158
Delhi,East,Industrial,Wind,4,2024,3111,Yes,Export,392
Delhi,South,Agriculture,Nuclear,10,2023,314,Yes,Import,538
Maharashtra,North,Transport,Nuclear,2,2023,3781,Yes,Import,21
West Bengal,West,Industrial,Hydro,6,2024,2324,No,Import,485
Rajasthan,East,Transport,Hydro,1,2023,3925,No,Export,603
Madhya Pradesh,Central,Residential,Wind,6,2023,3367,Yes,Import,588
Delhi,North,Agriculture,Coal,12,2024,2096,No,Import,654
Andhra Pradesh,South,Residential,Biomass,10,2023,3194,No,Export,965
Tamil Nadu,East,Agriculture,Hydro,1,2023,3271,No,Export,62
Delhi,South,Agriculture,Solar,8,2024,3190,Yes,Export,445
Tamil Nadu,South,Transport,Coal,5,2023,4950,No,Export,215
Gujarat,West,Residential,Biomass,6,2023,1303,No,Import,953
Gujarat,West,Residential,Oil,2,2023,772,Yes,Export,995
West Bengal,East,Industrial,Solar,2,2023,133,Yes,Export,924
Uttar Pradesh,Central,Residential,Natural Gas,12,2024,4885,Yes,Import,754
Madhya Pradesh,East,Industrial,Nuclear,9,2024,3420,Yes,Export,922
Maharashtra,Central,Commercial,Coal,3,2024,3869,Yes,Export,63
West Bengal,South,Commercial,Natural Gas,6,2024,3414,No,Import,589
Karnataka,North,Commercial,Wind,10,2023,1807,No,Export,499
Maharashtra,East,Residential,Nuclear,5,2024,4368,Yes,Export,812
Rajasthan,East,Residential,Nuclear,12,2024,2830,No,Import,353
Andhra Pradesh,Central,Industrial,Solar,4,2023,3337,No,Import,178
Karnataka,South,Agriculture,Natural Gas,10,2023,2502,No,Import,918
Karnataka,South,Industrial,Nuclear,2,2023,378,No,Import,170
West Bengal,Central,Commercial,Hydro,8,2024,475,Yes,Import,536
Uttar Pradesh,South,Industrial,Coal,10,2023,819,No,Import,712
West Bengal,West,Agriculture,Hydro,7,2023,4025,No,Import,536
Rajasthan,North,Residential,Solar,11,2023,657,No,Import,296
Delhi,East,Industrial,Biomass,2,2024,1902,No,Import,884
Delhi,North,Commercial,Oil,6,2024,2722,Yes,Import,421
Uttar Pradesh,East,Commercial,Solar,8,2024,2174,Yes,Import,531
Rajasthan,West,Residential,Coal,7,2024,1350,No,Import,578
Uttar Pradesh,South,Industrial,Nuclear,1,2024,515,No,Export,208
Tamil Nadu,Central,Agriculture,Natural Gas,5,2024,2014,No,Import,170
Delhi,West,Residential,Natural Gas,2,2024,1995,Yes,Import,784
Karnataka,North,Industrial,Wind,6,2023,2589,No,Import,398
Madhya Pradesh,Central,Transport,Solar,7,2023,2410,No,Import,483
Andhra Pradesh,South,Commercial,Coal,7,2023,2089,No,Import,390
Rajasthan,West,Agriculture,Wind,3,2024,1234,Yes,Export,774
Maharashtra,Central,Agriculture,Nuclear,7,2024,3984,Yes,Export,640
Uttar Pradesh,West,Agriculture,Biomass,5,2023,3267,No,Export,601
Andhra Pradesh,West,Commercial,Solar,8,2023,2832,No,Export,133
Maharashtra,South,Industrial,Biomass,12,2024,827,No,Import,834
Andhra Pradesh,East,Residential,Coal,8,2024,3429,No,Export,81
Madhya Pradesh,Central,Industrial,Biomass,7,2024,2468,No,Export,991
Maharashtra,South,Residential,Biomass,6,2024,4127,Yes,Import,177
West Bengal,West,Agriculture,Coal,2,2024,4312,Yes,Export,293
Gujarat,South,Industrial,Coal,6,2024,2489,Yes,Export,503
West Bengal,East,Agriculture,Solar,12,2024,4881,Yes,Import,45
Delhi,Central,Transport,Biomass,11,2024,2039,No,Import,833
Gujarat,East,Agriculture,Wind,9,2023,1116,No,Export,184
West Bengal,North,Agriculture,Oil,2,2024,994,Yes,Import,208
Gujarat,Central,Residential,Coal,1,2024,78,No,Export,125
Gujarat,East,Transport,Nuclear,11,2024,1947,No,Import,945
Karnataka,West,Agriculture,Biomass,5,2023,1747,No,Export,324
Uttar Pradesh,Central,Agriculture,Coal,11,2023,2864,Yes,Export,948
Uttar Pradesh,Central,Transport,Wind,6,2024,3415,No,Export,229
Karnataka,South,Transport,Natural Gas,3,2023,2538,Yes,Import,900
Andhra Pradesh,West,Industrial,Solar,8,2023,1715,No,Import,587
Tamil Nadu,North,Residential,Biomass,7,2023,4669,No,Export,786
Andhra Pradesh,East,Transport,Natural Gas,2,2024,1620,Yes,Import,143
Maharashtra,South,Transport,Coal,12,2024,1783,No,Import,640
Maharashtra,East,Commercial,Coal,7,2024,809,No,Export,131
Gujarat,North,Transport,Nuclear,1,2024,2207,No,Import,842
West Bengal,North,Residential,Nuclear,9,2024,1401,No,Import,908
West Bengal,Central,Agriculture,Biomass,7,2024,3526,Yes,Export,979
Uttar Pradesh,North,Agriculture,Natural Gas,6,2024,1318,Yes,Export,430
Rajasthan,East,Agriculture,Oil,2,2023,1835,No,Import,904
Andhra Pradesh,West,Agriculture,Natural Gas,3,2024,3999,Yes,Import,501
Delhi,West,Commercial,Coal,1,2024,2657,No,Import,608
Madhya Pradesh,Central,Transport,Oil,10,2024,448,Yes,Export,298
West Bengal,East,Agriculture,Biomass,5,2024,2680,Yes,Import,658
Madhya Pradesh,East,Industrial,Coal,9,2024,2496,No,Import,62
Gujarat,North,Agriculture,Nuclear,6,2024,1719,Yes,Import,214
Madhya Pradesh,East,Transport,Wind,5,2024,288,No,Import,357
Delhi,South,Agriculture,Hydro,12,2024,3586,No,Import,60
Karnataka,North,Commercial,Oil,3,2023,3911,No,Import,848
Delhi,South,Residential,Hydro,5,2023,3153,No,Export,931
Madhya Pradesh,Central,Residential,Coal,8,2024,1196,Yes,Export,921
Delhi,West,Transport,Natural Gas,12,2024,1607,No,Export,49
Tamil Nadu,Central,Residential,Nuclear,2,2023,3788,No,Import,259
Gujarat,West,Residential,Solar,5,2024,2207,No,Import,227
Andhra Pradesh,Central,Industrial,Solar,6,2024,3501,No,Export,188
Karnataka,East,Transport,Hydro,10,2023,349,No,Export,560
West Bengal,South,Transport,Wind,8,2024,3748,No,Export,192
Maharashtra,West,Residential,Hydro,8,2024,4103,No,Export,745
Andhra Pradesh,North,Residential,Coal,5,2024,4909,Yes,Export,173
Maharashtra,South,Residential,Wind,9,2023,298,Yes,Import,755
Gujarat,North,Commercial,Solar,4,2023,2618,No,Import,386
Karnataka,South,Agriculture,Natural Gas,12,2024,4179,Yes,Import,714
Uttar Pradesh,South,Commercial,Nuclear,9,2023,4373,Yes,Import,506
West Bengal,Central,Transport,Oil,11,2023,4730,Yes,Import,606
Tamil Nadu,West,Industrial,Nuclear,7,2023,2910,No,Export,470
Uttar Pradesh,West,Agriculture,Coal,6,2024,773,Yes,Export,764
Gujarat,South,Industrial,Hydro,4,2023,619,No,Import,483
Andhra Pradesh,East,Transport,Coal,2,2023,269,Yes,Export,694
Tamil Nadu,East,Transport,Oil,8,2023,1444,No,Import,914
Delhi,North,Industrial,Nuclear,6,2024,2884,No,Import,46
Madhya Pradesh,North,Industrial,Oil,12,2023,2172,No,Export,608
Tamil Nadu,Central,Industrial,Solar,3,2023,4281,Yes,Import,650
Gujarat,South,Transport,Nuclear,7,2024,4050,No,Import,715
Rajasthan,North,Residential,Wind,10,2023,4399,No,Import,328
Madhya Pradesh,North,Industrial,Natural Gas,7,2023,3139,No,Export,564
Maharashtra,South,Agriculture,Oil,6,2023,99,No,Export,421
West Bengal,Central,Transport,Natural Gas,2,2024,564,No,Import,365
Maharashtra,North,Commercial,Biomass,8,2024,2841,No,Import,680
Tamil Nadu,Central,Commercial,Nuclear,1,2023,2828,No,Export,626
Maharashtra,West,Agriculture,Nuclear,1,2023,2668,No,Export,974
Gujarat,Central,Residential,Natural Gas,6,2023,1887,No,Export,238
Delhi,East,Industrial,Biomass,5,2023,4721,No,Export,738
Andhra Pradesh,East,Transport,Wind,9,2023,1215,No,Import,273
West Bengal,Central,Industrial,Hydro,12,2023,2299,Yes,Import,939
Maharashtra,East,Transport,Oil,7,2024,464,No,Import,496
Maharashtra,West,Commercial,Oil,2,2023,2318,No,Export,570
Tamil Nadu,South,Industrial,Nuclear,12,2023,1154,No,Export,361
Andhra Pradesh,East,Agriculture,Natural Gas,7,2023,4908,Yes,Import,451
Uttar Pradesh,East,Residential,Coal,3,2024,4708,No,Export,644
Maharashtra,Central,Agriculture,Nuclear,1,2023,3406,No,Import,468
Gujarat,West,Residential,Coal,11,2024,2466,Yes,Export,824
Rajasthan,South,Industrial,Wind,8,2023,1984,No,Import,34
West Bengal,Central,Industrial,Nuclear,12,2023,253,Yes,Import,140
Maharashtra,Central,Residential,Oil,3,2023,118,No,Import,950
Gujarat,West,Commercial,Natural Gas,11,2023,565,No,Import,379
Gujarat,South,Transport,Wind,8,2023,3613,Yes,Export,445
West Bengal,West,Agriculture,Wind,7,2023,4506,Yes,Import,233
Uttar Pradesh,South,Agriculture,Hydro,12,2024,1514,No,Import,620
Gujarat,West,Agriculture,Nuclear,2,2023,1702,Yes,Import,361
Rajasthan,Central,Industrial,Coal,1,2023,756,No,Import,811
Gujarat,Central,Agriculture,Coal,7,2023,1675,No,Export,494
Gujarat,North,Transport,Nuclear,1,2024,4802,No,Import,206
Gujarat,East,Transport,Biomass,6,2023,3835,Yes,Import,118
Delhi,West,Residential,Hydro,11,2024,1395,No,Export,869
Delhi,North,Industrial,Hydro,10,2023,393,No,Import,229
Uttar Pradesh,East,Transport,Hydro,11,2023,3836,Yes,Import,785
Maharashtra,West,Commercial,Coal,10,2024,585,Yes,Import,932
Gujarat,South,Industrial,Wind,8,2024,404,Yes,Import,729
Andhra Pradesh,East,Industrial,Natural Gas,7,2023,3592,No,Export,328
Maharashtra,Central,Transport,Biomass,4,2024,1032,Yes,Export,91
Uttar Pradesh,North,Commercial,Oil,1,2024,1395,Yes,Export,546
Karnataka,East,Residential,Hydro,1,2023,3059,No,Export,707
Maharashtra,East,Transport,Coal,4,2023,576,No,Export,441
Maharashtra,Central,Commercial,Coal,5,2023,980,No,Export,906
Madhya Pradesh,West,Industrial,Oil,12,2024,2806,No,Import,17
Tamil Nadu,South,Commercial,Wind,7,2023,2332,Yes,Import,645
Madhya Pradesh,Central,Industrial,Oil,4,2023,1996,No,Import,158
Rajasthan,South,Transport,Nuclear,10,2024,3977,Yes,Import,107
Delhi,West,Transport,Nuclear,12,2024,2591,No,Export,737
Delhi,East,Agriculture,Natural Gas,1,2023,1966,No,Import,110
Tamil Nadu,South,Agriculture,Oil,11,2024,3410,Yes,Import,739
West Bengal,North,Agriculture,Natural Gas,10,2024,1643,No,Export,376
West Bengal,North,Transport,Hydro,7,2024,2975,No,Import,471
Uttar Pradesh,Central,Residential,Natural Gas,2,2023,3675,Yes,Import,934
Tamil Nadu,West,Transport,Hydro,11,2023,1273,No,Export,423
Maharashtra,Central,Commercial,Biomass,2,2023,2009,No,Import,268
West Bengal,Central,Transport,Natural Gas,8,2024,1015,No,Import,912
Gujarat,Central,Transport,Wind,12,2023,3728,No,Export,365
Andhra Pradesh,North,Industrial,Hydro,10,2023,4362,No,Import,20
Maharashtra,North,Industrial,Wind,10,2024,672,Yes,Import,425
Rajasthan,Central,Industrial,Coal,10,2024,4498,Yes,Import,580
Gujarat,North,Transport,Hydro,5,2023,4837,No,Import,259
Gujarat,West,Residential,Coal,10,2024,4776,Yes,Import,661
Tamil Nadu,Central,Commercial,Solar,2,2023,2422,No,Export,856
Uttar Pradesh,North,Commercial,Wind,5,2023,2998,Yes,Import,559
Rajasthan,South,Residential,Solar,8,2023,3349,Yes,Import,131
West Bengal,Central,Residential,Hydro,6,2024,1218,Yes,Import,929
Tamil Nadu,Central,Commercial,Coal,3,2024,4799,No,Export,74
West Bengal,West,Agriculture,Hydro,8,2023,441,No,Export,667
Tamil Nadu,East,Industrial,Solar,9,2023,3859,Yes,Export,311
Tamil Nadu,East,Industrial,Oil,5,2023,2457,No,Import,134
Tamil Nadu,West,Commercial,Oil,2,2023,4914,Yes,Import,321
Uttar Pradesh,West,Residential,Hydro,2,2024,4942,No,Import,200
Tamil Nadu,West,Agriculture,Biomass,7,2023,4310,Yes,Import,784
Karnataka,East,Commercial,Nuclear,1,2023,4878,No,Import,882
Andhra Pradesh,West,Industrial,Solar,10,2024,630,No,Export,459
West Bengal,North,Transport,Hydro,12,2023,870,No,Import,817
Maharashtra,Central,Residential,Coal,2,2023,1297,Yes,Import,703
Madhya Pradesh,Central,Transport,Hydro,10,2023,173,No,Export,168
Rajasthan,South,Commercial,Oil,4,2023,4489,No,Export,362
Delhi,South,Industrial,Coal,1,2023,1924,No,Export,829
Uttar Pradesh,Central,Agriculture,Nuclear,4,2024,573,Yes,Export,999
Maharashtra,North,Transport,Hydro,12,2024,3173,Yes,Export,808
Gujarat,East,Agriculture,Natural Gas,11,2024,4274,No,Import,683
Karnataka,East,Industrial,Oil,10,2024,3248,Yes,Import,272
Delhi,North,Transport,Natural Gas,5,2023,2835,Yes,Import,738
Madhya Pradesh,East,Agriculture,Nuclear,9,2024,2168,Yes,Import,921
Maharashtra,West,Agriculture,Solar,1,2024,1260,No,Import,415
Delhi,Central,Transport,Coal,12,2024,1076,Yes,Export,702
Maharashtra,Central,Industrial,Natural Gas,5,2024,4167,No,Import,612
Karnataka,North,Agriculture,Biomass,2,2024,4311,No,Import,26
Madhya Pradesh,East,Commercial,Solar,9,2024,547,Yes,Export,646
Gujarat,South,Transport,Coal,6,2024,4579,No,Export,269
Tamil Nadu,South,Residential,Oil,2,2024,2855,Yes,Import,966
West Bengal,East,Residential,Oil,3,2023,4982,No,Import,899
Gujarat,South,Industrial,Oil,8,2024,1743,No,Export,364
